予約ID,顧客ID,部屋番号,宿泊人数,チェックイン日,チェックアウト日,チェックイン時間,チェックアウト時間,宿泊プラン,予約経路,客層,シーズン区分
R01187,c1243,208,2,2025-04-23,2025-04-25,18:00,9:00,素泊まり,直接,遠征,GW繁忙期
R01188,c0978,209,2,2025-04-23,2025-04-25,18:00,8:00,素泊まり,OTA,遠征,GW繁忙期
R01189,c0365,216,2,2025-04-23,2025-04-25,18:00,10:00,素泊まり,OTA,遠征,GW繁忙期
R01190,c1048,206,1,2025-04-24,2025-04-26,19:00,10:00,朝食付き,直接,遠征,GW繁忙期
R01191,c0335,209,1,2025-04-24,2025-04-26,18:00,8:00,素泊まり,直接,遠征,GW繁忙期
R01192,c1009,201,2,2025-04-24,2025-04-26,16:00,9:00,朝食付き,OTA,観光,GW繁忙期
R01193,c0919,211,1,2025-04-24,2025-04-26,18:00,10:00,2食付き,OTA,遠征,GW繁忙期
R01194,c0050,214,1,2025-04-24,2025-04-26,15:00,6:00,素泊まり,OTA,登山,GW繁忙期
R01195,c0313,216,1,2025-04-24,2025-04-26,18:00,8:00,素泊まり,OTA,遠征,GW繁忙期
R01196,c1009,207,1,2025-04-24,2025-04-27,17:00,10:00,素泊まり,OTA,観光,GW繁忙期
R01197,c1194,212,2,2025-04-24,2025-04-25,18:00,8:00,,OTA,遠征,GW繁忙期
R01198,c1875,203,2,2025-04-24,2025-04-26,18:00,9:00,素泊まり,OTA,遠征,GW繁忙期
R01199,c0401,101,2,2025-04-24,2025-04-26,15:00,9:00,朝食付き,直接,観光,GW繁忙期
R01200,c1335,202,2,2025-04-24,2025-04-27,16:00,10:00,素泊まり,OTA,観光,GW繁忙期
R01201,c1531,205,2,2025-04-24,2025-04-26,15:00,9:00,素泊まり,OTA,観光,GW繁忙期
R01202,c1161,215,2,2025-04-24,2025-04-26,19:00,9:00,素泊まり,OTA,遠征,GW繁忙期
R01203,c1940,217,2,2025-04-24,2025-04-25,15:00,9:00,2食付き,直接,観光,GW繁忙期
R01204,c1629,213,1,2025-04-24,2025-04-26,18:00,9:00,素泊まり,OTA,遠征,GW繁忙期
R01205,c1905,208,1,2025-04-24,2025-04-25,15:00,9:00,2食付き,OTA,観光,GW繁忙期
R01206,c0391,206,2,2025-04-25,2025-04-28,15:00,9:00,素泊まり,直接,観光,GW繁忙期
R01207,c0246,202,2,2025-04-25,2025-04-27,16:00,9:00,素泊まり,直接,観光,GW繁忙期
R01208,c0063,217,2,2025-04-25,2025-04-26,18:00,10:00,朝食付き,OTA,遠征,GW繁忙期
R01209,c1142,101,2,2025-04-25,2025-04-28,15:00,10:00,2食付き,OTA,観光,GW繁忙期
R01210,c0815,208,2,2025-04-25,2025-04-27,18:00,10:00,,OTA,遠征,GW繁忙期
R01211,c0091,209,1,2025-04-25,2025-04-27,19:00,8:00,2食付き,OTA,遠征,GW繁忙期
R01212,c0557,212,1,2025-04-25,2025-04-27,19:00,8:00,朝食付き,直接,遠征,GW繁忙期
R01213,c0892,207,2,2025-04-25,2025-04-26,17:00,9:00,2食付き,OTA,観光,GW繁忙期
R01214,c1681,210,2,2025-04-25,2025-04-26,19:00,9:00,素泊まり,OTA,遠征,GW繁忙期
R01215,c0834,215,1,2025-04-25,2025-04-27,17:00,9:00,朝食付き,OTA,観光,GW繁忙期
R01216,c1013,214,2,2025-04-25,2025-04-27,16:00,9:00,2食付き,OTA,観光,GW繁忙期
R01217,c0956,201,2,2025-04-25,2025-04-28,16:00,9:00,朝食付き,直接,観光,GW繁忙期
R01218,c1281,216,1,2025-04-25,2025-04-26,18:00,9:00,素泊まり,OTA,遠征,GW繁忙期
R01219,c1687,203,2,2025-04-25,2025-04-26,18:00,8:00,2食付き,OTA,遠征,GW繁忙期
R01220,c1128,211,1,2025-04-25,2025-04-26,21:00,9:00,素泊まり,直接,その他,GW繁忙期
R01221,c0765,205,2,2025-04-25,2025-04-27,19:00,8:00,素泊まり,OTA,遠征,GW繁忙期
R01222,c0218,213,1,2025-04-25,2025-04-26,19:00,10:00,素泊まり,OTA,遠征,GW繁忙期
R01223,c1876,210,1,2025-04-26,2025-04-27,18:00,10:00,朝食付き,OTA,遠征,GW繁忙期
R01224,c1669,212,1,2025-04-26,2025-04-28,16:00,9:00,,直接,観光,GW繁忙期
R01225,c0138,205,2,2025-04-26,2025-04-27,15:00,9:00,2食付き,OTA,観光,GW繁忙期
R01226,c0703,214,2,2025-04-26,2025-04-28,17:00,10:00,素泊まり,OTA,観光,GW繁忙期
R01227,c1391,202,2,2025-04-26,2025-04-29,17:00,10:00,朝食付き,OTA,観光,GW繁忙期
R01228,c0786,207,1,2025-04-26,2025-04-28,18:00,9:00,朝食付き,OTA,遠征,GW繁忙期
R01229,c1555,217,1,2025-04-26,2025-04-28,19:00,8:00,素泊まり,OTA,遠征,GW繁忙期
R01230,c0193,215,2,2025-04-26,2025-04-27,18:00,10:00,2食付き,OTA,遠征,GW繁忙期
R01231,c1442,206,2,2025-04-26,2025-04-29,16:00,9:00,朝食付き,OTA,観光,GW繁忙期
R01232,c0058,203,2,2025-04-26,2025-04-27,17:00,9:00,朝食付き,OTA,観光,GW繁忙期
R01233,c1484,208,1,2025-04-26,2025-04-28,17:00,10:00,2食付き,OTA,観光,GW繁忙期
R01234,c0334,101,1,2025-04-26,2025-04-29,16:00,9:00,2食付き,直接,観光,GW繁忙期
R01235,c0988,216,2,2025-04-26,2025-04-27,17:00,9:00,2食付き,直接,観光,GW繁忙期
R01236,c0375,211,1,2025-04-26,2025-04-29,17:00,9:00,朝食付き,直接,観光,GW繁忙期
R01237,c1868,209,1,2025-04-26,2025-04-28,18:00,10:00,素泊まり,OTA,遠征,GW繁忙期
R01238,c1432,201,2,2025-04-26,2025-04-29,17:00,9:00,,直接,観光,GW繁忙期
R01239,c1142,213,2,2025-04-26,2025-04-28,18:00,9:00,素泊まり,OTA,遠征,GW繁忙期
R01240,c1857,205,1,2025-04-27,2025-04-30,16:00,10:00,朝食付き,OTA,観光,GW繁忙期
R01241,c0765,208,2,2025-04-27,2025-04-30,15:00,9:00,朝食付き,OTA,観光,GW繁忙期
R01242,c0415,209,1,2025-04-27,2025-04-28,21:00,10:00,素泊まり,直接,その他,GW繁忙期
R01243,c0231,211,2,2025-04-27,2025-04-29,18:00,9:00,素泊まり,OTA,遠征,GW繁忙期
R01244,c0387,212,2,2025-04-27,2025-04-28,16:00,9:00,2食付き,OTA,観光,GW繁忙期
R01245,c1045,215,1,2025-04-27,2025-04-28,16:00,9:00,素泊まり,直接,観光,GW繁忙期
R01246,c1720,210,2,2025-04-27,2025-04-30,15:00,9:00,素泊まり,OTA,観光,GW繁忙期
R01247,c0809,214,1,2025-04-27,2025-04-29,18:00,9:00,素泊まり,OTA,遠征,GW繁忙期
R01248,c1534,201,1,2025-04-27,2025-04-29,19:00,9:00,朝食付き,OTA,遠征,GW繁忙期
R01249,c0590,217,2,2025-04-27,2025-04-29,17:00,10:00,素泊まり,OTA,登山,GW繁忙期
R01250,c1592,207,1,2025-04-27,2025-04-28,16:00,9:00,朝食付き,OTA,観光,GW繁忙期
R01251,c1879,202,2,2025-04-27,2025-04-29,16:00,10:00,朝食付き,OTA,観光,GW繁忙期
R01252,c1785,206,1,2025-04-27,2025-04-29,19:00,9:00,素泊まり,OTA,遠征,GW繁忙期
R01253,c0556,213,2,2025-04-27,2025-04-29,16:00,9:00,素泊まり,直接,観光,GW繁忙期
R01254,c1692,203,2,2025-04-28,2025-04-30,15:00,9:00,朝食付き,直接,観光,GW繁忙期
R01255,c1256,207,1,2025-04-28,2025-04-30,17:00,10:00,朝食付き,直接,観光,GW繁忙期
R01256,c1635,215,2,2025-04-28,2025-04-29,19:00,10:00,素泊まり,OTA,遠征,GW繁忙期
R01257,c1618,210,2,2025-04-28,2025-05-01,17:00,10:00,朝食付き,直接,観光,GW繁忙期
R01258,c1910,101,2,2025-04-28,2025-04-30,19:00,8:00,素泊まり,OTA,遠征,GW繁忙期
R01259,c1128,206,2,2025-04-28,2025-05-01,15:00,10:00,,直接,観光,GW繁忙期
R01260,c1682,208,2,2025-04-28,2025-04-30,16:00,10:00,2食付き,OTA,観光,GW繁忙期
R01261,c0222,216,2,2025-04-28,2025-04-30,15:00,10:00,朝食付き,OTA,観光,GW繁忙期
R01262,c0112,212,1,2025-04-28,2025-04-29,15:00,9:00,朝食付き,OTA,観光,GW繁忙期
R01263,c1522,213,2,2025-04-28,2025-05-01,17:00,10:00,素泊まり,直接,観光,GW繁忙期
R01264,c0568,214,2,2025-04-28,2025-04-29,18:00,8:00,素泊まり,OTA,遠征,GW繁忙期
R01265,c0485,202,1,2025-04-28,2025-05-01,17:00,10:00,,直接,観光,GW繁忙期
R01266,c1955,217,1,2025-04-28,2025-04-29,18:00,9:00,素泊まり,OTA,遠征,GW繁忙期
R01267,c0453,201,1,2025-04-28,2025-04-30,19:00,8:00,素泊まり,OTA,遠征,GW繁忙期
R01268,c0632,209,2,2025-04-28,2025-04-29,15:00,10:00,素泊まり,直接,観光,GW繁忙期
R01269,c0837,205,2,2025-04-28,2025-04-30,19:00,8:00,素泊まり,OTA,遠征,GW繁忙期
R01270,c1806,203,2,2025-04-29,2025-05-01,19:00,8:00,素泊まり,OTA,遠征,GW繁忙期
R01271,c1717,210,2,2025-04-29,2025-05-01,19:00,8:00,素泊まり,OTA,遠征,GW繁忙期
R01272,c0447,202,2,2025-04-29,2025-05-02,15:00,10:00,素泊まり,OTA,観光,GW繁忙期
R01273,c1968,216,1,2025-04-29,2025-05-02,16:00,9:00,朝食付き,OTA,観光,GW繁忙期
R01274,c0707,217,2,2025-04-29,2025-04-30,19:00,10:00,朝食付き,OTA,遠征,GW繁忙期
R01275,c0552,208,2,2025-04-29,2025-05-01,19:00,8:00,素泊まり,OTA,遠征,GW繁忙期
R01276,c1227,213,1,2025-04-29,2025-04-30,15:00,9:00,2食付き,OTA,観光,GW繁忙期
R01277,c0190,101,1,2025-04-29,2025-04-30,17:00,9:00,素泊まり,OTA,その他,GW繁忙期
R01278,c0571,205,1,2025-04-29,2025-05-01,19:00,8:00,素泊まり,OTA,遠征,GW繁忙期
R01279,c1173,209,1,2025-04-29,2025-05-02,15:00,9:00,2食付き,OTA,観光,GW繁忙期
R01280,c1235,206,1,2025-04-29,2025-05-01,18:00,8:00,素泊まり,OTA,遠征,GW繁忙期
R01281,c0756,201,1,2025-04-29,2025-04-30,17:00,9:00,朝食付き,OTA,観光,GW繁忙期
R01282,c1052,207,1,2025-04-29,2025-04-30,15:00,7:00,朝食付き,OTA,登山,GW繁忙期
R01283,c0271,211,1,2025-04-29,2025-05-01,18:00,8:00,素泊まり,直接,遠征,GW繁忙期
R01284,c1462,214,1,2025-04-29,2025-05-01,19:00,8:00,素泊まり,OTA,遠征,GW繁忙期
R01285,c1084,212,2,2025-04-29,2025-04-30,18:00,9:00,素泊まり,OTA,遠征,GW繁忙期
R01286,c1326,206,2,2025-04-30,2025-05-03,17:00,10:00,2食付き,OTA,観光,GW繁忙期
R01287,c1758,208,2,2025-04-30,2025-05-02,19:00,10:00,2食付き,直接,遠征,GW繁忙期
R01288,c1852,205,2,2025-04-30,2025-05-01,17:00,10:00,2食付き,直接,観光,GW繁忙期
R01289,c0892,202,1,2025-04-30,2025-05-01,16:00,10:00,素泊まり,直接,観光,GW繁忙期
R01290,c0466,101,2,2025-04-30,2025-05-01,19:00,9:00,素泊まり,直接,遠征,GW繁忙期
R01291,c0852,212,1,2025-04-30,2025-05-03,16:00,10:00,2食付き,OTA,観光,GW繁忙期
R01292,c1863,213,2,2025-04-30,2025-05-03,15:00,10:00,朝食付き,直接,観光,GW繁忙期
R01293,c0083,215,2,2025-04-30,2025-05-01,19:00,9:00,2食付き,OTA,遠征,GW繁忙期
R01294,c1525,203,2,2025-04-30,2025-05-02,17:00,9:00,素泊まり,直接,観光,GW繁忙期
R01295,c0943,211,2,2025-04-30,2025-05-02,18:00,9:00,素泊まり,OTA,遠征,GW繁忙期
R01296,c0888,216,1,2025-04-30,2025-05-01,17:00,9:00,2食付き,OTA,観光,GW繁忙期
R01297,c1499,217,2,2025-04-30,2025-05-01,18:00,9:00,素泊まり,OTA,遠征,GW繁忙期
R01298,c0086,210,1,2025-04-30,2025-05-01,18:00,10:00,素泊まり,OTA,遠征,GW繁忙期
R01299,c0311,201,2,2025-04-30,2025-05-01,20:00,9:00,素泊まり,OTA,その他,GW繁忙期
R01300,c1490,214,2,2025-04-30,2025-05-01,15:00,9:00,素泊まり,直接,観光,GW繁忙期
R01301,c1663,207,2,2025-04-30,2025-05-01,17:00,10:00,素泊まり,OTA,観光,GW繁忙期
R01302,c0319,206,2,2025-05-01,2025-05-02,19:00,10:00,素泊まり,直接,その他,通常期
R01303,c1925,201,2,2025-05-01,2025-05-02,15:00,5:00,素泊まり,直接,登山,通常期
R01304,c0219,101,1,2025-05-01,2025-05-03,15:00,9:00,素泊まり,OTA,登山,通常期
R01305,c1429,209,2,2025-05-01,2025-05-02,15:00,8:00,2食付き,OTA,登山,通常期
R01306,c1943,216,1,2025-05-01,2025-05-04,18:00,7:00,素泊まり,OTA,ビジネス,通常期
R01307,c0970,205,1,2025-05-01,2025-05-02,16:00,8:00,朝食付き,直接,登山,通常期
R01308,c1963,214,2,2025-05-01,2025-05-04,17:00,8:00,2食付き,OTA,ビジネス,通常期
R01309,c0327,212,2,2025-05-01,2025-05-02,16:00,9:00,朝食付き,直接,観光,通常期
R01310,c1107,211,2,2025-05-01,2025-05-02,15:00,5:00,素泊まり,直接,登山,通常期
R01311,c0597,208,2,2025-05-01,2025-05-03,17:00,7:00,素泊まり,直接,ビジネス,通常期
R01312,c0635,202,2,2025-05-01,2025-05-03,17:00,9:00,素泊まり,直接,登山,通常期
R01313,c0349,217,2,2025-05-01,2025-05-02,17:00,9:00,素泊まり,直接,その他,通常期
R01314,c1704,206,2,2025-05-02,2025-05-04,17:00,10:00,朝食付き,OTA,観光,通常期
R01315,c0582,215,1,2025-05-02,2025-05-04,15:00,9:00,朝食付き,直接,観光,通常期
R01316,c0602,203,2,2025-05-02,2025-05-04,18:00,8:00,素泊まり,OTA,ビジネス,通常期
R01317,c1441,208,1,2025-05-02,2025-05-04,17:00,7:00,素泊まり,OTA,登山,通常期
R01318,c1481,201,1,2025-05-02,2025-05-03,17:00,7:00,2食付き,直接,ビジネス,通常期
R01319,c1320,207,2,2025-05-02,2025-05-05,17:00,8:00,素泊まり,直接,ビジネス,通常期
R01320,c0136,202,1,2025-05-02,2025-05-06,17:00,8:00,素泊まり,直接,ビジネス,通常期
R01321,c1980,213,2,2025-05-02,2025-05-04,16:00,6:00,朝食付き,OTA,登山,通常期
R01322,c1349,217,2,2025-05-02,2025-05-04,15:00,7:00,素泊まり,OTA,登山,通常期
R01323,c0998,101,2,2025-05-02,2025-05-03,15:00,6:00,2食付き,OTA,登山,通常期
R01324,c0415,211,1,2025-05-02,2025-05-03,17:00,9:00,素泊まり,直接,登山,通常期
R01325,c0006,214,1,2025-05-02,2025-05-04,17:00,7:00,朝食付き,OTA,登山,通常期
R01326,c1509,210,2,2025-05-02,2025-05-03,15:00,6:00,素泊まり,OTA,登山,通常期
R01327,c1473,214,2,2025-05-03,2025-05-04,16:00,10:00,朝食付き,OTA,登山,通常期
R01328,c1977,213,1,2025-05-03,2025-05-04,16:00,7:00,素泊まり,OTA,登山,通常期
R01329,c1211,208,1,2025-05-03,2025-05-05,17:00,9:00,素泊まり,OTA,登山,通常期
R01330,c0470,216,1,2025-05-03,2025-05-04,17:00,8:00,素泊まり,直接,ビジネス,通常期
R01331,c1644,207,2,2025-05-03,2025-05-04,16:00,5:00,素泊まり,OTA,登山,通常期
R01332,c1571,212,2,2025-05-03,2025-05-05,15:00,9:00,朝食付き,OTA,登山,通常期
R01333,c0238,206,1,2025-05-03,2025-05-05,18:00,10:00,朝食付き,OTA,遠征,通常期
R01334,c0674,210,1,2025-05-03,2025-05-06,17:00,7:00,素泊まり,OTA,ビジネス,通常期
R01335,c0852,201,1,2025-05-03,2025-05-05,18:00,7:00,朝食付き,OTA,ビジネス,通常期
R01336,c1111,209,1,2025-05-03,2025-05-05,18:00,7:00,朝食付き,直接,ビジネス,通常期
R01337,c1554,203,2,2025-05-03,2025-05-04,17:00,7:00,素泊まり,OTA,ビジネス,通常期
R01338,c1095,101,2,2025-05-03,2025-05-07,18:00,7:00,朝食付き,OTA,ビジネス,通常期
R01339,c0362,217,2,2025-05-03,2025-05-06,16:00,9:00,朝食付き,直接,観光,通常期
R01340,c1986,205,1,2025-05-03,2025-05-05,17:00,9:00,2食付き,OTA,観光,通常期
R01341,c1294,211,2,2025-05-03,2025-05-06,17:00,7:00,,OTA,ビジネス,通常期
R01342,c0344,202,1,2025-05-03,2025-05-05,15:00,9:00,素泊まり,OTA,登山,通常期
R01343,c1710,215,2,2025-05-03,2025-05-06,17:00,9:00,2食付き,OTA,観光,通常期
R01344,c0928,214,1,2025-05-04,2025-05-06,17:00,10:00,,直接,観光,通常期
R01345,c0646,202,2,2025-05-04,2025-05-07,18:00,8:00,朝食付き,直接,ビジネス,通常期
R01346,c1130,211,2,2025-05-04,2025-05-05,17:00,6:00,素泊まり,OTA,登山,通常期
R01347,c0080,217,1,2025-05-04,2025-05-06,15:00,7:00,素泊まり,OTA,登山,通常期
R01348,c1741,208,2,2025-05-04,2025-05-06,18:00,8:00,2食付き,直接,ビジネス,通常期
R01349,c0047,216,1,2025-05-04,2025-05-05,17:00,10:00,素泊まり,直接,その他,通常期
R01350,c0542,213,2,2025-05-04,2025-05-05,17:00,7:00,素泊まり,直接,ビジネス,通常期
R01351,c1558,215,1,2025-05-04,2025-05-06,17:00,7:00,素泊まり,直接,ビジネス,通常期
R01352,c0206,206,2,2025-05-04,2025-05-07,17:00,10:00,2食付き,OTA,観光,通常期
R01353,c0141,205,1,2025-05-04,2025-05-08,17:00,8:00,素泊まり,直接,ビジネス,通常期
R01354,c1110,212,1,2025-05-04,2025-05-05,16:00,9:00,朝食付き,直接,観光,通常期
R01355,c1881,201,1,2025-05-04,2025-05-07,15:00,9:00,朝食付き,直接,観光,通常期
R01356,c1398,209,1,2025-05-04,2025-05-06,17:00,7:00,朝食付き,OTA,ビジネス,通常期
R01357,c0433,210,2,2025-05-04,2025-05-07,17:00,8:00,朝食付き,直接,ビジネス,通常期
R01358,c1185,211,2,2025-05-05,2025-05-07,15:00,10:00,2食付き,OTA,観光,通常期
R01359,c0235,216,2,2025-05-05,2025-05-06,19:00,9:00,朝食付き,OTA,遠征,通常期
R01360,c1981,205,1,2025-05-05,2025-05-06,17:00,6:00,朝食付き,OTA,登山,通常期
R01361,c0447,213,2,2025-05-05,2025-05-07,17:00,7:00,朝食付き,直接,ビジネス,通常期
R01362,c0220,209,2,2025-05-05,2025-05-08,15:00,9:00,2食付き,直接,観光,通常期
R01363,c1063,217,2,2025-05-05,2025-05-06,18:00,8:00,2食付き,直接,ビジネス,通常期
R01364,c1758,210,1,2025-05-05,2025-05-07,17:00,8:00,素泊まり,OTA,ビジネス,通常期
R01365,c0126,215,1,2025-05-05,2025-05-07,15:00,7:00,素泊まり,OTA,登山,通常期
R01366,c0573,203,1,2025-05-05,2025-05-06,16:00,9:00,2食付き,直接,観光,通常期
R01367,c0412,101,2,2025-05-05,2025-05-06,18:00,8:00,素泊まり,直接,ビジネス,通常期
R01368,c0036,208,1,2025-05-05,2025-05-06,18:00,10:00,素泊まり,OTA,その他,通常期
R01369,c1413,201,1,2025-05-05,2025-05-07,17:00,8:00,朝食付き,OTA,ビジネス,通常期
R01370,c0220,101,1,2025-05-06,2025-05-08,19:00,8:00,素泊まり,OTA,遠征,通常期
R01371,c1964,214,1,2025-05-06,2025-05-08,17:00,8:00,2食付き,直接,ビジネス,通常期
R01372,c1501,210,2,2025-05-06,2025-05-08,19:00,8:00,素泊まり,直接,遠征,通常期
R01373,c1968,201,2,2025-05-06,2025-05-09,16:00,9:00,朝食付き,OTA,観光,通常期
R01374,c0966,217,1,2025-05-06,2025-05-07,15:00,10:00,素泊まり,直接,観光,通常期
R01375,c1835,213,1,2025-05-06,2025-05-08,17:00,9:00,朝食付き,直接,観光,通常期
R01376,c0211,212,2,2025-05-06,2025-05-07,16:00,8:00,素泊まり,OTA,登山,通常期
R01377,c1881,211,2,2025-05-06,2025-05-08,17:00,8:00,素泊まり,直接,ビジネス,通常期
R01378,c0244,203,1,2025-05-06,2025-05-10,17:00,7:00,素泊まり,直接,ビジネス,通常期
R01379,c1347,206,1,2025-05-06,2025-05-07,15:00,8:00,素泊まり,OTA,登山,通常期
R01380,c0470,216,2,2025-05-06,2025-05-07,16:00,10:00,,OTA,観光,通常期
R01381,c0200,202,1,2025-05-06,2025-05-08,19:00,10:00,朝食付き,直接,遠征,通常期
R01382,c0429,208,1,2025-05-07,2025-05-09,17:00,7:00,朝食付き,直接,ビジネス,通常期
R01383,c1487,213,1,2025-05-07,2025-05-10,16:00,9:00,朝食付き,直接,観光,通常期
R01384,c1846,217,1,2025-05-07,2025-05-09,17:00,8:00,素泊まり,直接,登山,通常期
R01385,c0223,207,1,2025-05-07,2025-05-10,17:00,7:00,朝食付き,OTA,ビジネス,通常期
R01386,c0341,205,2,2025-05-07,2025-05-09,18:00,7:00,素泊まり,OTA,ビジネス,通常期
R01387,c1353,209,1,2025-05-07,2025-05-09,16:00,6:00,朝食付き,OTA,登山,通常期
R01388,c1897,202,1,2025-05-07,2025-05-10,16:00,10:00,朝食付き,OTA,観光,通常期
R01389,c0111,203,1,2025-05-07,2025-05-11,17:00,7:00,朝食付き,直接,ビジネス,通常期
R01390,c1460,201,1,2025-05-07,2025-05-08,17:00,10:00,朝食付き,OTA,観光,通常期
R01391,c1243,212,1,2025-05-07,2025-05-09,17:00,7:00,2食付き,OTA,ビジネス,通常期
R01392,c0279,214,1,2025-05-07,2025-05-09,17:00,9:00,素泊まり,直接,観光,通常期
R01393,c0303,206,2,2025-05-07,2025-05-08,15:00,9:00,朝食付き,直接,観光,通常期
R01394,c1736,207,2,2025-05-08,2025-05-09,17:00,7:00,,OTA,登山,通常期
R01395,c0063,212,1,2025-05-08,2025-05-09,17:00,10:00,素泊まり,OTA,登山,通常期
R01396,c0202,205,2,2025-05-08,2025-05-09,15:00,10:00,素泊まり,OTA,登山,通常期
R01397,c0641,202,2,2025-05-08,2025-05-10,15:00,9:00,朝食付き,OTA,観光,通常期
R01398,c0303,209,2,2025-05-08,2025-05-10,16:00,7:00,素泊まり,OTA,登山,通常期
R01399,c1274,216,1,2025-05-08,2025-05-09,15:00,9:00,2食付き,直接,観光,通常期
R01400,c0006,215,2,2025-05-08,2025-05-11,16:00,10:00,素泊まり,OTA,観光,通常期
R01401,c0308,210,2,2025-05-08,2025-05-11,17:00,8:00,朝食付き,直接,ビジネス,通常期
R01402,c0757,101,1,2025-05-08,2025-05-12,17:00,8:00,朝食付き,OTA,ビジネス,通常期
R01403,c0963,203,1,2025-05-08,2025-05-10,17:00,5:00,素泊まり,直接,登山,通常期
R01404,c1952,201,1,2025-05-08,2025-05-12,18:00,7:00,朝食付き,OTA,ビジネス,通常期
R01405,c1824,206,1,2025-05-08,2025-05-09,17:00,8:00,素泊まり,OTA,ビジネス,通常期
R01406,c1057,209,1,2025-05-09,2025-05-10,17:00,8:00,素泊まり,OTA,登山,通常期
R01407,c0290,206,2,2025-05-09,2025-05-10,16:00,7:00,素泊まり,OTA,登山,通常期
R01408,c1802,211,2,2025-05-09,2025-05-11,18:00,8:00,素泊まり,直接,ビジネス,通常期
R01409,c0169,213,2,2025-05-09,2025-05-13,17:00,7:00,素泊まり,OTA,ビジネス,通常期
R01410,c0766,202,2,2025-05-09,2025-05-11,17:00,8:00,素泊まり,OTA,登山,通常期
R01411,c0602,205,1,2025-05-09,2025-05-13,17:00,8:00,素泊まり,OTA,ビジネス,通常期
R01412,c1623,216,2,2025-05-09,2025-05-10,17:00,5:00,素泊まり,OTA,登山,通常期
R01413,c0755,207,1,2025-05-09,2025-05-12,17:00,9:00,朝食付き,OTA,観光,通常期
R01414,c1250,214,1,2025-05-09,2025-05-10,16:00,10:00,朝食付き,直接,観光,通常期
R01415,c0428,210,2,2025-05-09,2025-05-12,17:00,8:00,素泊まり,OTA,ビジネス,通常期
R01416,c0290,212,1,2025-05-09,2025-05-12,16:00,9:00,朝食付き,直接,観光,通常期
R01417,c1115,208,1,2025-05-09,2025-05-11,17:00,8:00,素泊まり,OTA,登山,通常期
R01418,c0662,203,1,2025-05-09,2025-05-10,17:00,8:00,素泊まり,OTA,ビジネス,通常期
R01419,c1254,217,2,2025-05-10,2025-05-11,17:00,9:00,2食付き,OTA,観光,通常期
R01420,c1596,213,1,2025-05-10,2025-05-14,17:00,8:00,,OTA,ビジネス,通常期
R01421,c1126,216,1,2025-05-10,2025-05-11,17:00,7:00,素泊まり,OTA,ビジネス,通常期
R01422,c1019,208,2,2025-05-10,2025-05-11,15:00,10:00,朝食付き,OTA,観光,通常期
R01423,c1393,205,1,2025-05-10,2025-05-11,17:00,8:00,2食付き,OTA,登山,通常期
R01424,c1656,214,1,2025-05-10,2025-05-12,18:00,8:00,素泊まり,OTA,遠征,通常期
R01425,c1086,212,2,2025-05-10,2025-05-12,18:00,10:00,素泊まり,OTA,遠征,通常期
R01426,c1929,201,1,2025-05-10,2025-05-12,18:00,7:00,素泊まり,OTA,ビジネス,通常期
R01427,c0158,203,1,2025-05-10,2025-05-11,15:00,10:00,素泊まり,直接,観光,通常期
R01428,c0752,101,1,2025-05-10,2025-05-13,17:00,8:00,2食付き,直接,ビジネス,通常期
R01429,c0095,206,1,2025-05-10,2025-05-14,18:00,8:00,素泊まり,OTA,ビジネス,通常期
R01430,c1813,210,1,2025-05-10,2025-05-11,17:00,7:00,2食付き,直接,ビジネス,通常期
R01431,c0657,207,1,2025-05-10,2025-05-11,17:00,8:00,素泊まり,OTA,ビジネス,通常期
R01432,c1043,211,1,2025-05-10,2025-05-12,18:00,8:00,素泊まり,OTA,ビジネス,通常期
R01433,c1703,209,2,2025-05-10,2025-05-14,18:00,7:00,朝食付き,OTA,ビジネス,通常期
R01434,c1081,215,2,2025-05-10,2025-05-11,18:00,10:00,素泊まり,直接,その他,通常期
R01435,c1322,202,2,2025-05-10,2025-05-12,18:00,7:00,素泊まり,直接,ビジネス,通常期
R01436,c1684,205,1,2025-05-11,2025-05-12,18:00,8:00,朝食付き,直接,ビジネス,通常期
R01437,c1464,216,2,2025-05-11,2025-05-12,19:00,10:00,素泊まり,OTA,その他,通常期
R01438,c0770,209,2,2025-05-11,2025-05-12,16:00,10:00,朝食付き,OTA,観光,通常期
R01439,c0750,208,2,2025-05-11,2025-05-13,18:00,10:00,素泊まり,OTA,遠征,通常期
